n,p,k,temperature,humidity,ph,rainfall,npk_total,n_to_p_ratio,n_to_k_ratio,p_to_k_ratio,npk_balance,moisture_index,gdd_proxy,is_low_rainfall,is_high_rainfall,is_very_high_rainfall,is_cool,is_hot,is_very_hot,ph_deviation,is_acidic,is_alkaline,is_very_acidic,is_very_alkaline,ph_deviation_squared,ph_n_interaction,ph_p_interaction,annual_rainfall,yield,label
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,48,1.3333333333333333,4.0,3.0,1.2499999218750049,109.92337158108991,25.092302250694356,1,0,0,0,0,0,0.21468724100000003,1,0,0,0,0.04609061144819209,150.847506216,113.135629662,1718.1297051428573,7.555392696430939,orange
9,11,8,24.85903405,94.39000473,6.559236744,111.78037340000002,28,0.8181818181818182,1.125,1.375,0.35714281887755517,105.50949973947168,23.46444341562731,1,0,0,0,0,0,0.059236743999999675,0,0,0,0,0.0035089918397214976,59.033130696,72.15160418399999,1718.1297051428573,7.555392696430939,orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,46,3.875,4.428571428571429,1.1428571428571428,2.043478127599253,96.97959646706401,32.31887304695202,1,0,0,0,1,1,0.6632459820000003,0,0,0,0,0.4398952326391447,222.060625442,57.305967856,1718.1297051428573,7.555392696430939,orange
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,44,1.2941176470588236,4.4,3.4,1.3181817283057915,93.2961012774595,21.884223820061575,1,0,0,0,0,0,0.44556288899999963,0,0,0,0,0.198526288054026,152.802383558,118.074569113,1718.1297051428573,7.555392696430939,orange
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,26,2.6,1.625,0.625,0.999999884615398,93.6402571237823,21.493163272019707,1,0,0,0,0,0,0.9747105029999998,0,0,0,0,0.9500605646585127,97.17123653899999,37.373552515,1718.1297051428573,7.555392696430939,orange
16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,33,2.0,1.7777777777777777,0.8888888888888888,0.9090908264462886,101.59445203306038,22.458601334833794,1,0,0,0,0,0,1.1011898429999993,0,1,0,0,1.2126190703263633,121.61903748799999,60.809518743999995,1718.1297051428573,7.555392696430939,orange
4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,23,0.3076923076923077,0.6666666666666666,2.1666666666666665,1.3913041663516306,95.64581651601208,14.734774333950496,1,0,0,1,0,0,1.0611432239999985,0,1,0,0,1.126024941841111,30.244572895999994,98.29486191199999,1718.1297051428573,7.555392696430939,orange
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,39,0.0,0.0,1.7857142857142858,1.9999998461538582,107.11085288772118,17.78444688545097,1,0,0,0,0,0,0.13832852500000037,1,0,0,0,0.019134780828675726,0.0,159.04178687499999,1718.1297051428573,7.555392696430939,orange
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,25,1.1428571428571428,0.8,0.7,0.3999999520000058,96.77846417715055,25.996329396489692,1,0,0,0,1,0,0.42921601399999965,0,0,0,0,0.1842263866740479,55.433728112,48.504512098,1718.1297051428573,7.555392696430939,orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,32,0.17391304347826086,0.8,4.6,2.3124997832031453,103.01098417933454,21.171052776678888,1,0,0,0,0,0,0.9779352159999997,0,0,0,0,0.956357286692966,29.911740864,171.99250996799998,1718.1297051428573,7.555392696430939,orange
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,55,2.357142857142857,4.125,1.75,1.5999999127272775,102.89499906365059,19.55223061712874,1,0,0,0,0,0,1.1844204459999998,0,1,0,0,1.4028517929028386,253.58587471799999,107.581886244,1718.1297051428573,7.555392696430939,orange
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,52,4.285714285714286,2.0,0.4666666666666667,1.4615383772189396,105.41713493264555,30.2635449728018,1,0,0,0,1,1,1.325531916,0,1,0,0,1.7570348603346313,234.76595748,54.778723412,1718.1297051428573,7.555392696430939,orange
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,62,0.7241379310344828,1.75,2.4166666666666665,0.8387096368366304,108.16694354292484,20.554590895459583,1,0,0,0,0,0,0.061331011000000046,1,0,0,0,0.0037614929102821265,135.212048769,186.721400681,1718.1297051428573,7.555392696430939,orange
11,14,5,11.50322938,94.8933184,6.946354724,115.56837759999998,30,0.7857142857142857,2.2,2.8,0.99999990000001,109.66666852568225,10.915796081845746,1,0,0,1,0,0,0.44635472399999987,0,0,0,0,0.19923253963711607,76.409901964,97.24896613599999,1718.1297051428573,7.555392696430939,orange
9,8,15,14.34320488,94.35734702,7.994465371,110.22231229999998,32,1.125,0.6,0.5333333333333333,0.8124999238281322,104.00284971037914,13.533867602411176,1,0,0,1,0,0,1.4944653710000004,0,1,0,0,2.233426745118169,71.95018833900001,63.955722968,1718.1297051428573,7.555392696430939,orange
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.1709113,37,0.2777777777777778,0.35714285714285715,1.2857142857142858,1.1891890927684519,111.40630022141738,30.948687908273197,1,0,0,0,1,1,0.9341188070000008,0,0,0,0,0.8725779455911048,37.17059403500001,133.81413852600002,1718.1297051428573,7.555392696430939,orange
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,68,1.16,2.0714285714285716,1.7857142857142858,0.7647058486159183,102.51656650514309,27.58239451185153,1,0,0,0,1,0,1.2819885839999996,0,1,0,0,1.643494729506324,225.67766893599998,194.5497146,1718.1297051428573,7.555392696430939,orange
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,60,2.75,2.2,0.8,1.299999935000003,107.41812673036327,27.845219993954277,1,0,0,0,1,0,0.4476815350000001,1,0,0,0,0.2004187567799563,199.726509345,72.62782158,1718.1297051428573,7.555392696430939,orange
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,30,0.5,1.3333333333333333,2.6666666666666665,1.199999880000012,97.86139484276853,11.037698272277703,1,0,0,1,0,0,0.6066503729999999,0,0,0,0,0.36802467506103903,56.853202984,113.706405968,1718.1297051428573,7.555392696430939,orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,37,1.0714285714285714,1.875,1.75,0.7027026457268125,107.72212928141393,9.03215525154862,1,0,0,1,0,0,0.2790571399999999,1,0,0,0,0.07787288738497956,93.31414290000001,87.09320004,1718.1297051428573,7.555392696430939,orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,31,2.2857142857142856,2.0,0.875,1.0967740874089593,105.56712493940921,20.651578160213745,1,0,0,0,0,0,0.07954268900000017,1,0,0,0,0.0063270393733507475,102.727316976,44.943201177,1718.1297051428573,7.555392696430939,orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,19,0.0,0.0,1.7142857142857142,1.9999996842105765,105.8964279049475,18.298013860789915,1,0,0,0,0,0,0.46924967599999956,0,0,0,0,0.22019525842610457,0.0,83.63099611199999,1718.1297051428573,7.555392696430939,orange
5,25,6,30.72119881,94.01331956,6.0113021810000005,106.8118019,36,0.2,0.8333333333333334,4.166666666666667,2.166666486111126,100.41732064804116,28.882018809908217,1,0,0,0,1,0,0.48869781899999953,1,0,0,0,0.23882555829535632,30.056510905000003,150.28255452500002,1718.1297051428573,7.555392696430939,orange
6,8,11,24.35590861,92.39651663,6.600948787999999,119.6946577,25,0.75,0.5454545454545454,0.7272727272727273,0.6399999232000093,110.59369430700205,22.50401114922625,1,0,0,0,0,0,0.10094878799999929,0,0,0,0,0.0101906577986688,39.605692727999994,52.807590303999994,1718.1297051428573,7.555392696430939,orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,20,2.0,2.0,1.0,0.9999998500000224,103.21431443971213,19.378879992690884,1,0,0,0,0,0,1.3178464959999996,0,1,0,0,1.736719387019477,78.17846496,39.08923248,1718.1297051428573,7.555392696430939,orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,24,0.058823529411764705,0.16666666666666666,2.8333333333333335,2.2499997187500353,107.40315642036808,9.857511311837811,1,0,0,1,0,0,0.31982710000000036,0,0,0,0,0.10228937389441023,6.8198271,115.9370607,1718.1297051428573,7.555392696430939,orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,41,0.03333333333333333,0.1,3.0,2.390243727543142,94.61424130705143,10.869570948004633,1,0,0,1,0,0,0.7914056409999999,0,0,0,0,0.6263228886066207,7.291405641,218.74216923,1718.1297051428573,7.555392696430939,orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,38,0.0,0.0,1.5333333333333334,1.999999842105276,102.58032282025742,21.07157667287434,1,0,0,0,0,0,1.0987290649999997,0,1,0,0,1.2072055582757735,0.0,174.770768495,1718.1297051428573,7.555392696430939,orange
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,60,0.8888888888888888,2.6666666666666665,3.0,1.0999999450000026,111.33089940911671,17.59459754358419,1,0,0,0,0,0,0.34286490799999925,1,0,0,0,0.11755634513784795,147.77124220800002,166.24264748400003,1718.1297051428573,7.555392696430939,orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,60,3.272727272727273,2.769230769230769,0.8461538461538461,1.599999920000004,104.88426926902858,16.135470930589673,1,0,0,1,0,0,0.6917274000000004,0,0,0,0,0.4784867959107606,258.9021864,79.10900140000001,1718.1297051428573,7.555392696430939,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,69,1.9047619047619047,5.0,2.625,1.4782608052930084,94.91282229006197,32.42067140109844,1,0,0,0,1,1,0.918761774,0,0,0,0,0.8441231973636272,296.75047096000003,155.793997254,1718.1297051428573,7.555392696430939,orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,68,1.8181818181818181,6.666666666666667,3.6666666666666665,1.529411697231837,106.59608191966696,22.551123324389895,1,0,0,0,0,0,0.011778865000000138,1,0,0,0,0.00013874166068822825,259.5288454,142.74086497,1718.1297051428573,7.555392696430939,orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,63,1.7777777777777777,2.4615384615384617,1.3846153846153846,1.0476189977324286,99.07599701943467,12.695811832782644,1,0,0,1,0,0,0.45583276400000017,1,0,0,0,0.20778350873587986,193.413351552,108.795010248,1718.1297051428573,7.555392696430939,orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,29,0.9,0.9,1.0,0.13793102021403247,94.94034341583092,20.906967789268748,1,0,0,0,0,0,0.4896081360000002,1,0,0,0,0.23971612683739468,54.093526776,60.103918639999996,1718.1297051428573,7.555392696430939,orange
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,37,0.8125,1.625,2.0,0.7027026457268125,93.30642252202618,32.35103518219848,1,0,0,0,1,1,0.44983854899999987,0,0,0,0,0.20235472016642528,90.347901137,111.197416784,1718.1297051428573,7.555392696430939,orange
15,9,11,11.54785707,94.14861001,7.907956251,108.82891709999998,35,1.6666666666666667,1.3636363636363635,0.8181818181818182,0.5714285224489838,102.4609127385852,10.872146917346512,1,0,0,1,0,0,1.4079562509999999,0,1,0,0,1.9823408047299746,118.619343765,71.171606259,1718.1297051428573,7.555392696430939,orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,45,2.6363636363636362,5.8,2.2,1.8666665422222306,96.01296769122239,21.27038774030587,1,0,0,0,0,0,1.139788459,0,1,0,0,1.2991177312695947,221.553865311,84.037673049,1718.1297051428573,7.555392696430939,orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,25,0.06666666666666667,0.1111111111111111,1.6666666666666667,1.7599997888000254,109.0718933470875,28.350256950214593,1,0,0,0,1,0,1.0335094600000003,0,1,0,0,1.0681418039094923,7.53350946,113.0026419,1718.1297051428573,7.555392696430939,orange
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,34,3.6,1.6363636363636365,0.45454545454545453,1.176470484429075,93.17015094163447,18.98728439684381,1,0,0,0,0,0,0.24841311499999996,1,0,0,0,0.061709075704003205,112.52856393,31.257934425000002,1718.1297051428573,7.555392696430939,orange
14,22,9,17.24944623,91.13772765,6.543191814,112.50905159999998,45,0.6363636363636364,1.5555555555555556,2.4444444444444446,0.9333332711111153,102.53819302880595,15.720753326230593,1,0,0,1,0,0,0.04319181400000005,0,0,0,0,0.0018655327966106004,91.60468539600001,143.950219908,1718.1297051428573,7.555392696430939,orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,55,2.2,4.714285714285714,2.142857142857143,1.5999999127272775,100.62857264346162,14.51697287278459,1,0,0,1,0,0,1.1512253010000002,0,1,0,0,1.325319693662541,252.49043493300002,114.768379515,1718.1297051428573,7.555392696430939,orange
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,17,0.6666666666666666,0.5714285714285714,0.8571428571428571,0.5882351903114369,102.66573720091766,20.96629984649825,1,0,0,0,0,0,0.20888966500000006,0,0,0,0,0.04363489214381225,26.83555866,40.25333799,1718.1297051428573,7.555392696430939,orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,47,1.0625,1.2142857142857142,1.1428571428571428,0.21276594386600364,94.89549160955482,15.114305753110594,1,0,0,1,0,0,0.12553865299999956,0,0,0,0,0.015759953397054296,112.634157101,106.008618448,1718.1297051428573,7.555392696430939,orange
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,42,0.6,1.2,2.0,0.8571427959183717,101.92337986100459,22.76547655586248,1,0,0,0,0,0,0.028354932000000055,0,0,0,0,0.0008040021687246271,78.340259184,130.56709864,1718.1297051428573,7.555392696430939,orange
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,71,1.1724137931034482,4.25,3.625,1.3239436060305516,96.02347184417836,29.058127599150637,1,0,0,0,1,0,0.04935969399999962,1,0,0,0,0.0024363793917735986,219.321770404,187.06856887400002,1718.1297051428573,7.555392696430939,orange
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,77,1.3928571428571428,3.9,2.8,1.2207791732163957,99.85768061638773,28.67902571201045,1,0,0,0,1,0,0.6819076730000004,0,0,0,0,0.4649980744962755,280.094399247,201.09341484400002,1718.1297051428573,7.555392696430939,orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,68,1.24,2.5833333333333335,2.0833333333333335,0.9411764290657456,100.64582181090454,16.253447197772434,1,0,0,0,0,0,0.5164822979999997,0,0,0,0,0.26675396414736047,217.510951238,175.41205745,1718.1297051428573,7.555392696430939,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,26,2.0,1.5,0.75,0.769230680473383,99.75319973104723,28.648164757608612,1,0,0,0,1,0,0.11138286200000014,1,0,0,0,0.012406141947311074,76.663405656,38.331702828,1718.1297051428573,7.555392696430939,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,54,0.41379310344827586,0.9230769230769231,2.230769230769231,1.2222221543209915,108.00916803777048,20.553641847688397,1,0,0,0,0,0,1.0712544700000004,0,1,0,0,1.1475861394949818,90.85505364000001,219.56637963,1718.1297051428573,7.555392696430939,orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,48,2.3636363636363638,2.3636363636363638,1.0,1.2499999218750049,96.68110159335454,12.463860461701973,1,0,0,1,0,0,1.1093482549999996,0,1,0,0,1.2306535508715442,197.84305462999998,83.70283080499999,1718.1297051428573,7.555392696430939,orange
19,24,15,20.48954522,93.72485075,7.137136973,111.83919509999998,58,0.7916666666666666,1.2666666666666666,1.6,0.4827585957193829,104.8211186874763,19.20379567679876,1,0,0,0,0,0,0.6371369729999996,0,0,0,0,0.4059435223636022,135.605602487,171.29128735199998,1718.1297051428573,7.555392696430939,orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,69,1.8571428571428572,4.333333333333333,2.3333333333333335,1.3913042873345962,99.92286933266095,12.419595097515296,1,0,0,1,0,0,0.14597744599999984,1,0,0,0,0.02130941474068287,247.806879606,133.434473634,1718.1297051428573,7.555392696430939,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,58,0.5517241379310345,1.2307692307692308,2.230769230769231,0.9999999482758647,110.18753390702771,30.276223446955274,1,0,0,0,1,1,0.30309205599999967,1,0,0,0,0.09186479441030693,99.150527104,179.710330376,1718.1297051428573,7.555392696430939,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,78,1.2413793103448276,2.769230769230769,2.230769230769231,0.9999999615384629,99.78059418654581,18.802927731645482,1,0,0,0,0,0,1.3295072450000003,0,1,0,0,1.7675895145074907,281.86226082,227.055710105,1718.1297051428573,7.555392696430939,orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,72,1.608695652173913,3.0833333333333335,1.9166666666666667,1.0833332881944462,102.37786419818693,28.533677989941662,1,0,0,0,1,0,0.10474164399999975,1,0,0,0,0.010970811987822682,236.624559172,147.090942188,1718.1297051428573,7.555392696430939,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,63,4.333333333333333,2.6,0.6,1.714285632653065,107.19544974860665,23.278593001237166,1,0,0,0,0,0,1.492041984,0,1,0,0,2.2261892820186566,311.689637376,71.928377856,1718.1297051428573,7.555392696430939,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,50,6.2,2.2142857142857144,0.35714285714285715,1.719999896800006,101.49734886039299,16.198984483825566,1,0,0,1,0,0,0.08341167100000035,0,0,0,0,0.0069575068590123,204.08576180100002,32.917058355,1718.1297051428573,7.555392696430939,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,38,1.5,2.25,1.5,0.8421051966759056,109.62147842447578,11.560583845856904,1,0,0,1,0,0,0.29394692800000044,1,0,0,0,0.08640479648063744,111.708955296,74.472636864,1718.1297051428573,7.555392696430939,orange
20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,50,1.0,2.0,2.0,0.7999999520000027,99.36133231365096,11.116836045160408,1,0,0,1,0,0,0.4769977720000007,0,0,0,0,0.22752687449296466,139.53995544000003,139.53995544000003,1718.1297051428573,7.555392696430939,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,18,0.625,1.0,1.6,0.6666665555555741,104.0059333560437,10.17603898098871,1,0,0,1,0,0,0.0625949720000003,0,0,0,0,0.003918130519680822,32.812974860000004,52.500759776,1718.1297051428573,7.555392696430939,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,40,2.5,1.6666666666666667,0.6666666666666666,0.9999999250000057,112.03243906561801,24.025033605578656,1,0,0,0,0,0,0.760416405,0,0,0,0,0.578233108993124,145.2083281,58.08333124,1718.1297051428573,7.555392696430939,orange
25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,57,1.1904761904761905,2.272727272727273,1.9090909090909092,0.8421052188365674,94.39602017996293,29.063848964081675,1,0,0,0,1,1,0.03995522200000057,1,0,0,0,0.0015964197650693292,161.50111944999998,135.660940338,1718.1297051428573,7.555392696430939,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,47,0.7368421052631579,1.0,1.3571428571428572,0.4255318877320072,101.967021988612,16.686378878881268,1,0,0,1,0,0,0.19916493599999985,0,0,0,0,0.03966667173188403,93.78830910399999,127.28413378399999,1718.1297051428573,7.555392696430939,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.69552040000002,67,2.0555555555555554,3.0833333333333335,1.5,1.3134327770104726,96.23026624306526,9.2634653659145,1,0,0,1,0,0,0.9011218110000003,0,0,0,0,0.8120205182599203,273.841507007,133.220192598,1718.1297051428573,7.555392696430939,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,47,1.7333333333333334,4.333333333333333,2.5,1.3191488519692223,102.37616272365804,16.322816166333055,1,0,0,1,0,0,0.4120334090000002,0,0,0,0,0.16977153013216142,179.71286863400002,103.680501135,1718.1297051428573,7.555392696430939,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,40,0.5909090909090909,2.6,4.4,1.2999999025000075,90.65825410205504,17.79887579749694,1,0,0,0,0,0,1.264040111,0,1,0,0,1.5977974022168921,100.932521443,170.808882442,1718.1297051428573,7.555392696430939,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,66,1.28,3.5555555555555554,2.7777777777777777,1.181818128099176,94.83068389524178,9.70951520366528,1,0,0,1,0,0,1.2960340060000002,0,1,0,0,1.6797041447084085,249.473088192,194.90085015,1718.1297051428573,7.555392696430939,orange
19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,35,2.7142857142857144,2.111111111111111,0.7777777777777778,1.2571427493877645,92.75871179774764,24.996966218836832,1,0,0,0,0,0,0.4698834829999994,0,0,0,0,0.2207904875962107,132.427786177,48.789184381,1718.1297051428573,7.555392696430939,orange
28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,44,4.0,3.111111111111111,0.7777777777777778,1.8181816942148845,106.47271646387847,31.87020602276161,1,0,0,0,1,1,0.23075753799999976,0,0,0,0,0.053249041343821336,188.461211064,47.115302766,1718.1297051428573,7.555392696430939,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,65,0.8,2.1818181818181817,2.727272727272727,0.9846153391715996,107.04480336443707,30.61923073431229,1,0,0,0,1,1,0.10139575500000042,0,0,0,0,0.01028109913202011,158.43349812000002,198.04187265000002,1718.1297051428573,7.555392696430939,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,34,0.4117647058823529,0.7,1.7,0.9999999117647137,97.02733324945083,9.272212582908548,1,0,0,1,0,0,0.034086725999999956,1,0,0,0,0.0011619048893990731,45.261392918,109.920525658,1718.1297051428573,7.555392696430939,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,49,0.782608695652174,2.25,2.875,1.0204081007913408,94.82425980927894,20.08125661529572,1,0,0,0,0,0,0.08645208999999987,1,0,0,0,0.007473963865368078,115.44386238,147.51160193,1718.1297051428573,7.555392696430939,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,39,0.35,0.5833333333333334,1.6666666666666667,1.0769229940828466,104.28680575385762,15.669447310537208,1,0,0,1,0,0,0.024724662999999758,1,0,0,0,0.0006113089604635571,45.326927359,129.50550674000002,1718.1297051428573,7.555392696430939,orange
20,23,11,31.852069399999998,90.12220323,6.407715561,109.9455062,54,0.8695652173913043,1.8181818181818181,2.090909090909091,0.7777777345679036,99.08531253981624,28.705786717628637,1,0,0,0,1,0,0.09228443900000016,1,0,0,0,0.008516417681544751,128.15431122,147.377457903,1718.1297051428573,7.555392696430939,orange
18,14,11,28.04799508,90.00621688,6.550814117000001,117.1311498,43,1.2857142857142858,1.6363636363636365,1.2727272727272727,0.5116278712817764,105.42531672302569,25.24493928219653,1,0,0,0,1,0,0.050814117000000714,0,0,0,0,0.0025820744864897614,117.91465410600001,91.71139763800001,1718.1297051428573,7.555392696430939,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,55,3.090909090909091,3.4,1.1,1.7090908158677736,108.97301804613433,30.034537705145404,1,0,0,0,1,0,0.8622083500000004,0,0,0,0,0.7434032388097231,250.31508390000002,80.98429185,1718.1297051428573,7.555392696430939,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,59,0.6896551724137931,2.0,2.9,0.9830507974719932,94.00844672831018,27.117988098536927,1,0,0,0,1,0,0.8654920400000004,0,0,0,0,0.7490764713033622,147.30984080000002,213.59926916,1718.1297051428573,7.555392696430939,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,74,1.5416666666666667,2.8461538461538463,1.8461538461538463,0.9999999594594611,97.98813975356546,17.36542994720156,1,0,0,0,0,0,1.3546243000000002,0,1,0,0,1.8350069941504905,290.6210991,188.5109832,1718.1297051428573,7.555392696430939,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,30,1.5,1.2,0.8,0.39999996000000404,98.23802347752388,14.766692235778276,1,0,0,1,0,0,1.4958489769999996,0,1,0,0,2.2375641619919455,95.95018772399999,63.966791816,1718.1297051428573,7.555392696430939,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,58,3.4,2.4285714285714284,0.7142857142857143,1.5172413008323464,107.5258001289076,31.34852224438633,1,0,0,0,1,1,0.2256008549999997,0,0,0,0,0.050895745776730894,228.67042906999998,67.25600854999999,1718.1297051428573,7.555392696430939,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,28,0.46153846153846156,0.6666666666666666,1.4444444444444444,0.7857142015306213,107.15890164130089,31.256618117618803,1,0,0,0,1,1,1.2867253329999997,0,1,0,0,1.65566208258396,46.720351998,101.22742932899999,1718.1297051428573,7.555392696430939,orange
27,30,5,32.71748548,90.54608254,7.656978112000001,113.328978,62,0.9,5.4,6.0,1.5161289588969857,102.61494996161845,29.624401407733316,1,0,0,0,1,1,1.156978112000001,0,1,0,0,1.3385983516470865,206.73840902400002,229.70934336000002,1718.1297051428573,7.555392696430939,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,33,1.625,1.0833333333333333,0.6666666666666666,0.5454544958677732,105.79247911874741,23.287661107370642,1,0,0,0,0,0,0.605904818,0,0,0,0,0.3671206484756131,92.376762634,56.847238544,1718.1297051428573,7.555392696430939,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,20,0.8571428571428571,0.8571428571428571,1.0,0.19999997000000444,107.6989538478387,26.151753827237563,1,0,0,0,0,0,0.6991062039999996,0,0,0,0,0.488749484471289,43.194637224,50.39374342799999,1718.1297051428573,7.555392696430939,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,72,2.3529411764705883,2.6666666666666665,1.1333333333333333,1.33333327777778,97.39415440293858,19.418524166362303,1,0,0,0,0,0,1.3710630039999998,0,1,0,0,1.8798137609375034,314.84252016,133.808071068,1718.1297051428573,7.555392696430939,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,66,1.1923076923076923,3.4444444444444446,2.888888888888889,1.181818128099176,96.24115196164126,10.910014922772701,1,0,0,1,0,0,1.066165721,0,1,0,0,1.1367093446354497,234.551137351,196.720308746,1718.1297051428573,7.555392696430939,orange
61,68,50,35.21462816,91.49725058,6.7932454170000005,243.0745066,179,0.8970588235294118,1.22,1.36,0.3240223409381731,222.40649039990063,32.22041656837044,1,0,0,0,1,1,0.2932454170000005,0,0,0,0,0.08599287459150419,414.38797043700004,461.940688356,1718.1297051428573,7.555392696430939,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,149,1.2608695652173914,1.288888888888889,1.0222222222222221,0.33557046304220545,80.3185977364558,38.48975316086544,1,0,0,0,1,1,0.07626142700000038,0,0,0,0,0.005815805248076387,381.423162766,302.508025642,1718.1297051428573,7.555392696430939,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,147,0.9574468085106383,0.8181818181818182,0.8545454545454545,0.24489795418575605,108.70110273232068,35.0160716612717,1,0,0,0,1,1,0.2514529320000003,0,0,0,0,0.06322857701139677,303.81538194,317.318287804,1718.1297051428573,7.555392696430939,papaya
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,157,0.6,0.7358490566037735,1.2264150943396226,0.5095541303906853,217.035447998254,32.54697668072077,1,0,0,0,1,1,0.06074309299999925,0,0,0,0,0.0036897233472065576,255.86898062699998,426.44830104499994,1718.1297051428573,7.555392696430939,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,144,0.45588235294117646,0.6888888888888889,1.511111111111111,0.8333333159722226,176.76589516790753,38.66355123328574,1,0,0,0,1,1,0.4383133560000001,0,0,0,0,0.1921185980479828,215.087714036,471.805308208,1718.1297051428573,7.555392696430939,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,183,1.0294117647058822,1.5555555555555556,1.511111111111111,0.5245901553345876,188.87055109847856,31.417467826485733,1,0,0,0,1,1,0.49162615799999987,0,0,0,0,0.24169627922984083,489.41383106,475.430578744,1718.1297051428573,7.555392696430939,papaya
